Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2550,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,27.0,1995.0,0.9,36.0,41.0,87.8,657.0,188.0,13.0,13.0,100.0,17.0,18.0,94.4,6.0,9.0,66.7,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,,,,,,,,,,,,,,,,,,,,,A-xAG,,,,,,Matches
2551,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,21.0,2002.0,11.4,600.0,704.0,85.2,9591.0,3081.0,301.0,337.0,89.3,229.0,257.0,89.1,45.0,67.0,67.2,0.0,0.4,0.5,-0.4,8.0,67.0,10.0,3.0,70.0,Matches
2552,James Tarkowski,eng ENG,DF,Everton,eng Premier League,30.0,1992.0,38.0,1195.0,1550.0,77.1,25219.0,10527.0,396.0,474.0,83.5,588.0,683.0,86.1,196.0,335.0,58.5,1.0,2.5,2.7,-1.5,22.0,127.0,23.0,3.0,130.0,Matches
2553,César Tárrega,es ESP,DF,Valencia,es La Liga,21.0,2002.0,0.1,5.0,5.0,100.0,90.0,22.0,1.0,1.0,100.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2554,Jimi Tauriainen,eng ENG,FW,Chelsea,eng Premier League,19.0,2004.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2555,Nuno Tavares,pt POR,DF,Nott'ham Forest,eng Premier League,23.0,2000.0,5.1,201.0,274.0,73.4,2954.0,1132.0,117.0,136.0,86.0,69.0,96.0,71.9,11.0,28.0,39.3,0.0,0.5,0.4,-0.5,2.0,14.0,2.0,0.0,24.0,Matches
2556,Marcus Tavernier,eng ENG,FW,Bournemouth,eng Premier League,24.0,1999.0,23.5,658.0,920.0,71.5,10699.0,3392.0,358.0,421.0,85.0,222.0,282.0,78.7,60.0,142.0,42.3,4.0,5.2,4.2,-1.2,44.0,46.0,35.0,7.0,84.0,Matches
2557,Elayis Tavsan,nl NED,"MF,FW",Hellas Verona,it Serie A,22.0,2001.0,0.6,7.0,8.0,87.5,143.0,42.0,3.0,3.0,100.0,3.0,3.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Matches
2558,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,29.0,1993.0,25.9,995.0,1312.0,75.8,16535.0,5292.0,520.0,590.0,88.1,380.0,488.0,77.9,76.0,169.0,45.0,1.0,1.2,1.7,-0.2,15.0,69.0,19.0,14.0,82.0,Matches
2559,Marciano Tchami,gw GNB,"FW,MF",Almería,es La Liga,19.0,2004.0,0.5,14.0,24.0,58.3,162.0,52.0,12.0,16.0,75.0,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Matches
2560,Loum Tchaouna,fr FRA,"FW,MF",Salernitana,it Serie A,19.0,2003.0,23.3,505.0,766.0,65.9,7384.0,2039.0,298.0,375.0,79.5,151.0,224.0,67.4,34.0,75.0,45.3,3.0,1.5,1.3,+1.5,22.0,41.0,22.0,7.0,59.0,Matches
2561,Jackson Tchatchoua,cm CMR,DF,Hellas Verona,it Serie A,21.0,2001.0,19.2,604.0,799.0,75.6,9562.0,3708.0,324.0,355.0,91.3,222.0,299.0,74.2,42.0,102.0,41.2,2.0,1.3,1.7,+0.7,15.0,48.0,22.0,18.0,53.0,Matches
2562,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,20.0,2002.0,12.5,478.0,639.0,74.8,8024.0,3281.0,227.0,267.0,85.0,192.0,244.0,78.7,44.0,101.0,43.6,0.0,0.3,0.8,-0.3,7.0,45.0,15.0,11.0,46.0,Matches
2563,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,23.0,2000.0,22.1,1377.0,1520.0,90.6,22672.0,7487.0,688.0,729.0,94.4,592.0,639.0,92.6,82.0,113.0,72.6,1.0,0.9,1.4,+0.1,11.0,154.0,13.0,4.0,111.0,Matches
2564,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,18.0,2005.0,11.7,340.0,410.0,82.9,5395.0,862.0,183.0,204.0,89.7,135.0,156.0,86.5,18.0,25.0,72.0,5.0,2.3,3.0,+2.7,12.0,23.0,19.0,6.0,27.0,Matches
2565,Nathan Tella,ng NGA,"DF,MF",Leverkusen,de Bundesliga,24.0,1999.0,9.1,279.0,351.0,79.5,3946.0,979.0,175.0,195.0,89.7,86.0,107.0,80.4,8.0,23.0,34.8,2.0,3.2,2.9,-1.2,14.0,9.0,18.0,5.0,28.0,Matches
2566,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,27.0,1996.0,12.7,330.0,454.0,72.7,6427.0,3084.0,121.0,144.0,84.0,166.0,203.0,81.8,39.0,84.0,46.4,0.0,0.5,0.7,-0.5,6.0,33.0,6.0,3.0,45.0,Matches
2567,Arnau Tenas,es ESP,GK,Paris S-G,fr Ligue 1,22.0,2001.0,5.9,173.0,211.0,82.0,4055.0,2464.0,36.0,36.0,100.0,100.0,100.0,100.0,37.0,75.0,49.3,1.0,0.8,0.2,+0.2,1.0,4.0,0.0,0.0,0.0,Matches
2568,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31.0,1992.0,28.0,927.0,1036.0,89.5,22797.0,16159.0,182.0,183.0,99.5,490.0,501.0,97.8,251.0,344.0,73.0,0.0,0.1,0.1,-0.1,1.0,9.0,1.0,0.0,1.0,Matches
2569,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,20.0,2003.0,14.4,507.0,713.0,71.1,9215.0,4188.0,230.0,270.0,85.2,217.0,294.0,73.8,54.0,117.0,46.2,1.0,1.0,1.3,0.0,18.0,49.0,14.0,10.0,51.0,Matches
2570,Filippo Terracciano,it ITA,"DF,FW",Milan,it Serie A,20.0,2003.0,0.8,38.0,40.0,95.0,652.0,143.0,16.0,17.0,94.1,20.0,20.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
2571,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33.0,1990.0,33.0,979.0,1231.0,79.5,26917.0,18308.0,146.0,146.0,100.0,499.0,506.0,98.6,330.0,571.0,57.8,0.0,0.2,0.1,-0.2,2.0,13.0,2.0,0.0,0.0,Matches
2572,Ramón Terrats,es ESP,"MF,DF",Villarreal,es La Liga,22.0,2000.0,8.7,375.0,462.0,81.2,6134.0,1666.0,191.0,213.0,89.7,160.0,179.0,89.4,21.0,46.0,45.7,2.0,1.6,1.2,+0.4,8.0,28.0,6.0,2.0,38.0,Matches
2573,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,26.0,1997.0,17.0,395.0,497.0,79.5,5865.0,1309.0,220.0,277.0,79.4,135.0,160.0,84.4,23.0,24.0,95.8,3.0,2.6,2.4,+0.4,16.0,34.0,18.0,0.0,58.0,Matches
2574,Kenny Tete,nl NED,DF,Fulham,eng Premier League,27.0,1995.0,9.6,418.0,523.0,79.9,6413.0,2614.0,236.0,269.0,87.7,146.0,181.0,80.7,27.0,44.0,61.4,0.0,0.4,0.5,-0.4,3.0,45.0,10.0,7.0,54.0,Matches
2575,Benjamin Tetteh,gh GHA,"FW,MF",Metz,fr Ligue 1,26.0,1997.0,3.1,49.0,77.0,63.6,633.0,148.0,24.0,37.0,64.9,19.0,29.0,65.5,0.0,1.0,0.0,0.0,0.1,0.2,-0.1,2.0,7.0,0.0,0.0,6.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,,,,,,,,,,,,,,,,,,,,,A-xAG,,,,,,Matches
2576,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,29.0,1993.0,23.5,1181.0,1512.0,78.1,20531.0,6156.0,534.0,622.0,85.9,467.0,556.0,84.0,128.0,240.0,53.3,3.0,3.7,4.3,-0.7,42.0,121.0,31.0,8.0,157.0,Matches
2577,Florian Thauvin,fr FRA,FW,Udinese,it Serie A,30.0,1993.0,19.0,385.0,548.0,70.3,6704.0,2190.0,189.0,231.0,81.8,131.0,179.0,73.2,49.0,91.0,53.8,3.0,4.2,4.1,-1.2,38.0,41.0,39.0,16.0,69.0,Matches
2578,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,23.0,2000.0,25.5,1444.0,1640.0,88.0,28379.0,10833.0,445.0,479.0,92.9,821.0,880.0,93.3,153.0,237.0,64.6,0.0,0.8,1.3,-0.8,6.0,129.0,7.0,4.0,151.0,Matches
2579,Norman Theuerkauf,de GER,"MF,DF",Heidenheim,de Bundesliga,36.0,1987.0,14.0,462.0,590.0,78.3,9518.0,3473.0,167.0,196.0,85.2,211.0,253.0,83.4,75.0,112.0,67.0,1.0,0.8,1.5,+0.2,13.0,42.0,7.0,2.0,46.0,Matches
2580,Malick Thiaw,de GER,DF,Milan,it Serie A,21.0,2001.0,18.0,1084.0,1184.0,91.6,20626.0,6291.0,366.0,389.0,94.1,628.0,664.0,94.6,85.0,115.0,73.9,1.0,0.1,0.2,+0.9,4.0,62.0,2.0,0.0,70.0,Matches
2581,Jan Thielmann,de GER,"FW,DF",Köln,de Bundesliga,21.0,2002.0,17.5,364.0,551.0,66.1,6590.0,2186.0,150.0,201.0,74.6,172.0,225.0,76.4,38.0,79.0,48.1,0.0,1.1,1.2,-1.1,16.0,25.0,13.0,8.0,51.0,Matches
2582,Denis Thomalla,de GER,"MF,FW",Heidenheim,de Bundesliga,30.0,1992.0,5.0,143.0,191.0,74.9,2466.0,675.0,66.0,88.0,75.0,54.0,71.0,76.1,17.0,20.0,85.0,0.0,0.4,0.8,-0.4,4.0,9.0,4.0,1.0,22.0,Matches
2583,Luke Thomas,eng ENG,DF,Sheffield Utd,eng Premier League,22.0,2001.0,10.2,234.0,319.0,73.4,3866.0,1408.0,115.0,133.0,86.5,96.0,121.0,79.3,19.0,44.0,43.2,0.0,0.1,0.2,-0.1,2.0,23.0,5.0,2.0,33.0,Matches
2584,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,29.0,1993.0,13.3,506.0,679.0,74.5,7672.0,1909.0,261.0,319.0,81.8,192.0,248.0,77.4,27.0,52.0,51.9,2.0,3.9,3.8,-1.9,30.0,44.0,15.0,3.0,68.0,Matches
2585,Morten Thorsby,no NOR,MF,Genoa,it Serie A,27.0,1996.0,12.9,206.0,332.0,62.0,2782.0,810.0,116.0,173.0,67.1,64.0,99.0,64.6,5.0,14.0,35.7,2.0,1.4,0.6,+0.6,9.0,21.0,6.0,2.0,28.0,Matches
2586,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,24.0,1999.0,26.6,710.0,978.0,72.6,11390.0,3666.0,392.0,484.0,81.0,239.0,311.0,76.8,60.0,111.0,54.1,1.0,1.6,1.6,-0.6,36.0,85.0,15.0,2.0,130.0,Matches
2587,Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,22.0,2001.0,23.4,978.0,1134.0,86.2,15397.0,3692.0,507.0,561.0,90.4,391.0,449.0,87.1,49.0,75.0,65.3,1.0,3.7,3.2,-2.7,31.0,82.0,24.0,6.0,104.0,Matches
2588,Marcus Thuram,fr FRA,FW,Inter,it Serie A,25.0,1997.0,29.9,476.0,656.0,72.6,5687.0,1049.0,313.0,396.0,79.0,100.0,144.0,69.4,16.0,24.0,66.7,7.0,3.7,3.6,+3.3,29.0,20.0,19.0,4.0,47.0,Matches
2589,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,24.0,1999.0,15.3,290.0,370.0,78.4,4575.0,1070.0,139.0,175.0,79.4,123.0,150.0,82.0,17.0,21.0,81.0,1.0,1.2,0.7,-0.2,9.0,23.0,4.0,0.0,36.0,Matches
2590,Youri Tielemans,be BEL,"MF,FW",Aston Villa,eng Premier League,26.0,1997.0,18.0,789.0,949.0,83.1,12925.0,4025.0,397.0,434.0,91.5,315.0,368.0,85.6,58.0,92.0,63.0,6.0,2.6,2.2,+3.4,18.0,101.0,25.0,1.0,128.0,Matches
2591,Kieran Tierney,sct SCO,DF,Real Sociedad,es La Liga,26.0,1997.0,13.8,690.0,904.0,76.3,12195.0,5053.0,292.0,326.0,89.6,329.0,390.0,84.4,62.0,150.0,41.3,2.0,0.6,1.1,+1.4,8.0,73.0,12.0,4.0,77.0,Matches
2592,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,26.0,1997.0,26.5,332.0,534.0,62.2,4822.0,1198.0,191.0,280.0,68.2,101.0,152.0,66.4,22.0,36.0,61.1,4.0,2.6,3.4,+1.4,29.0,32.0,15.0,1.0,51.0,Matches
2593,Steffen Tigges,de GER,FW,Köln,de Bundesliga,25.0,1998.0,8.1,118.0,203.0,58.1,1535.0,310.0,69.0,115.0,60.0,38.0,59.0,64.4,2.0,6.0,33.3,0.0,1.6,0.7,-1.6,10.0,6.0,5.0,0.0,10.0,Matches
2594,Antonio Tikvić,hr CRO,DF,Udinese,it Serie A,19.0,2004.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2595,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,22.0,2001.0,0.8,66.0,74.0,89.2,982.0,221.0,35.0,36.0,97.2,30.0,33.0,90.9,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,Matches
2596,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,23.0,1999.0,29.5,2228.0,2487.0,89.6,38405.0,14380.0,982.0,1034.0,95.0,1068.0,1136.0,94.0,143.0,265.0,54.0,2.0,1.6,1.2,+0.4,9.0,113.0,7.0,1.0,150.0,Matches
2597,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,27.0,1995.0,16.2,424.0,590.0,71.9,6959.0,2983.0,207.0,244.0,84.8,159.0,216.0,73.6,41.0,96.0,42.7,3.0,1.5,1.2,+1.5,18.0,40.0,10.0,10.0,42.0,Matches
2598,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,18.0,2004.0,11.2,366.0,419.0,87.4,5711.0,1505.0,203.0,216.0,94.0,134.0,150.0,89.3,24.0,33.0,72.7,2.0,1.1,2.0,+0.9,9.0,45.0,11.0,2.0,46.0,Matches
2599,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,28.0,1994.0,19.3,1059.0,1257.0,84.2,19107.0,5916.0,452.0,513.0,88.1,447.0,510.0,87.6,124.0,168.0,73.8,1.0,1.8,3.6,-0.8,26.0,126.0,30.0,11.0,153.0,Matches
2600,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,28.0,1994.0,23.1,775.0,1007.0,77.0,12656.0,5032.0,396.0,432.0,91.7,300.0,378.0,79.4,58.0,140.0,41.4,5.0,1.6,2.0,+3.4,18.0,52.0,20.0,7.0,79.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,,,,,,,,,,,,,,,,,,,,,A-xAG,,,,,,Matches
2601,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,32.0,1990.0,10.7,442.0,537.0,82.3,7801.0,2968.0,194.0,211.0,91.9,210.0,238.0,88.2,32.0,73.0,43.8,0.0,0.1,0.2,-0.1,2.0,48.0,4.0,1.0,53.0,Matches
2602,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,28.0,1994.0,14.1,207.0,272.0,76.1,3281.0,443.0,110.0,132.0,83.3,61.0,75.0,81.3,21.0,29.0,72.4,2.0,1.3,0.4,+0.7,8.0,14.0,3.0,0.0,23.0,Matches
2603,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,21.0,2002.0,11.5,181.0,278.0,65.1,2524.0,435.0,112.0,145.0,77.2,54.0,83.0,65.1,8.0,21.0,38.1,1.0,0.8,0.9,+0.2,9.0,7.0,10.0,1.0,17.0,Matches
2604,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,24.0,1998.0,12.8,574.0,697.0,82.4,8941.0,2520.0,306.0,342.0,89.5,229.0,267.0,85.8,27.0,56.0,48.2,1.0,0.4,0.8,+0.6,6.0,60.0,10.0,3.0,72.0,Matches
2605,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,34.0,1989.0,0.1,18.0,21.0,85.7,362.0,142.0,8.0,9.0,88.9,6.0,8.0,75.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
2606,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,25.0,1997.0,23.6,1541.0,1691.0,91.1,27326.0,9784.0,613.0,655.0,93.6,816.0,862.0,94.7,101.0,147.0,68.7,0.0,0.2,0.2,-0.2,4.0,39.0,1.0,1.0,63.0,Matches
2607,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,23.0,2000.0,4.9,241.0,280.0,86.1,3776.0,870.0,130.0,141.0,92.2,94.0,109.0,86.2,11.0,19.0,57.9,0.0,0.6,0.5,-0.6,7.0,16.0,4.0,2.0,19.0,Matches
2608,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,27.0,1996.0,16.1,228.0,426.0,53.5,2972.0,1188.0,135.0,219.0,61.6,56.0,103.0,54.4,15.0,31.0,48.4,2.0,1.5,1.4,+0.5,12.0,20.0,18.0,5.0,40.0,Matches
2609,Pablo Torre,es ESP,"MF,FW",Girona,es La Liga,20.0,2003.0,7.8,356.0,429.0,83.0,5756.0,1588.0,193.0,218.0,88.5,126.0,145.0,86.9,27.0,40.0,67.5,2.0,0.9,1.5,+1.1,11.0,42.0,17.0,0.0,65.0,Matches
2610,Raúl Torrente,es ESP,DF,Granada,es La Liga,21.0,2001.0,13.9,605.0,764.0,79.2,12521.0,4811.0,187.0,204.0,91.7,340.0,381.0,89.2,75.0,170.0,44.1,0.0,0.4,0.3,-0.4,3.0,39.0,1.0,0.0,33.0,Matches
2611,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,23.0,2000.0,13.5,351.0,450.0,78.0,5339.0,1196.0,203.0,241.0,84.2,102.0,127.0,80.3,31.0,38.0,81.6,2.0,2.7,1.9,-0.7,26.0,26.0,22.0,5.0,44.0,Matches
2612,Óliver Torres,es ESP,MF,Sevilla,es La Liga,28.0,1994.0,18.0,714.0,883.0,80.9,10966.0,3224.0,402.0,439.0,91.6,233.0,284.0,82.0,54.0,108.0,50.0,1.0,2.2,2.5,-1.2,22.0,75.0,18.0,8.0,96.0,Matches
2613,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,26.0,1997.0,27.4,1562.0,1788.0,87.4,29096.0,9616.0,524.0,566.0,92.6,887.0,952.0,93.2,126.0,226.0,55.8,0.0,0.4,0.7,-0.4,8.0,141.0,12.0,1.0,128.0,Matches
2614,Lucas Torró,es ESP,MF,Osasuna,es La Liga,29.0,1994.0,19.9,604.0,798.0,75.7,9666.0,2491.0,298.0,368.0,81.0,250.0,310.0,80.6,40.0,71.0,56.3,0.0,0.6,0.6,-0.6,9.0,56.0,6.0,0.0,60.0,Matches
2615,Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,de Bundesliga,18.0,2005.0,1.7,21.0,27.0,77.8,367.0,173.0,10.0,10.0,100.0,6.0,8.0,75.0,3.0,7.0,42.9,0.0,0.0,0.1,0.0,0.0,2.0,2.0,1.0,4.0,Matches
2616,Ahmed Touba,dz ALG,DF,Lecce,it Serie A,25.0,1998.0,3.1,115.0,137.0,83.9,2095.0,472.0,38.0,42.0,90.5,64.0,76.0,84.2,11.0,14.0,78.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Matches
2617,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,29.0,1994.0,25.4,1031.0,1238.0,83.3,18110.0,5195.0,413.0,483.0,85.5,475.0,546.0,87.0,92.0,122.0,75.4,0.0,0.9,0.9,-0.9,12.0,119.0,7.0,0.0,148.0,Matches
2618,Souleymane Touré,fr FRA,DF,Lorient,fr Ligue 1,20.0,2003.0,22.8,1144.0,1280.0,89.4,18783.0,6849.0,508.0,550.0,92.4,509.0,551.0,92.4,76.0,105.0,72.4,1.0,0.4,1.6,+0.6,7.0,66.0,5.0,2.0,73.0,Matches
2619,Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,26.0,1997.0,17.5,389.0,523.0,74.4,6364.0,1878.0,184.0,232.0,79.3,151.0,183.0,82.5,33.0,51.0,64.7,0.0,0.9,0.4,-0.9,7.0,33.0,2.0,0.0,51.0,Matches
2620,Andros Townsend,eng ENG,"MF,FW",Luton Town,eng Premier League,32.0,1991.0,13.4,304.0,432.0,70.4,5162.0,1225.0,148.0,173.0,85.5,111.0,147.0,75.5,32.0,74.0,43.2,3.0,1.3,1.8,+1.7,18.0,23.0,16.0,12.0,35.0,Matches
2621,James Trafford,eng ENG,GK,Burnley,eng Premier League,20.0,2002.0,28.0,1009.0,1541.0,65.5,23601.0,16311.0,318.0,323.0,98.5,451.0,464.0,97.2,235.0,735.0,32.0,0.0,0.0,0.1,0.0,0.0,24.0,1.0,0.0,6.0,Matches
2622,Adama Traoré,es ESP,"FW,MF",Fulham,eng Premier League,27.0,1996.0,4.2,97.0,139.0,69.8,1487.0,457.0,52.0,62.0,83.9,38.0,52.0,73.1,5.0,12.0,41.7,3.0,0.7,0.9,+2.3,7.0,3.0,9.0,4.0,16.0,Matches
2623,Bénie Traoré,ci CIV,"FW,MF",Sheffield Utd,eng Premier League,20.0,2002.0,4.3,55.0,71.0,77.5,775.0,185.0,34.0,38.0,89.5,19.0,23.0,82.6,1.0,1.0,100.0,0.0,0.5,0.5,-0.5,4.0,2.0,7.0,1.0,9.0,Matches
2624,Bénie Traoré,ci CIV,"FW,MF",Nantes,fr Ligue 1,20.0,2002.0,5.6,99.0,148.0,66.9,1513.0,448.0,58.0,73.0,79.5,30.0,42.0,71.4,6.0,17.0,35.3,1.0,0.9,1.3,+0.1,8.0,9.0,4.0,2.0,15.0,Matches
2625,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,eng Premier League,27.0,1995.0,0.1,2.0,3.0,66.7,15.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,,,,,,,,,,,,,,,,,,,,,A-xAG,,,,,,Matches
2626,Bertrand Traoré,bf BFA,MF,Villarreal,es La Liga,27.0,1995.0,6.3,167.0,213.0,78.4,2751.0,847.0,88.0,108.0,81.5,55.0,68.0,80.9,17.0,26.0,65.4,0.0,0.4,0.7,-0.4,5.0,13.0,12.0,2.0,30.0,Matches
2627,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,21.0,2001.0,9.1,383.0,455.0,84.2,5849.0,1360.0,207.0,234.0,88.5,138.0,158.0,87.3,23.0,34.0,67.6,0.0,0.4,0.3,-0.4,6.0,34.0,7.0,3.0,29.0,Matches
2628,Chaka Traorè,ci CIV,FW,Milan,it Serie A,18.0,2004.0,0.2,9.0,11.0,81.8,121.0,19.0,5.0,5.0,100.0,4.0,5.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2629,Daouda Traoré,fr FRA,MF,Nice,fr Ligue 1,17.0,2006.0,0.2,9.0,9.0,100.0,130.0,26.0,5.0,5.0,100.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches
2630,Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,31.0,1992.0,25.5,1204.0,1509.0,79.8,21398.0,6928.0,512.0,585.0,87.5,548.0,664.0,82.5,118.0,202.0,58.4,2.0,1.5,2.2,+0.5,29.0,112.0,31.0,10.0,129.0,Matches
2631,Ismaël Traoré,ci CIV,DF,Metz,fr Ligue 1,36.0,1986.0,24.7,674.0,777.0,86.7,14688.0,5850.0,138.0,157.0,87.9,423.0,456.0,92.8,108.0,155.0,69.7,0.0,0.2,0.1,-0.2,2.0,22.0,1.0,0.0,32.0,Matches
2632,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,25.0,1998.0,27.5,881.0,1240.0,71.0,15012.0,6810.0,400.0,465.0,86.0,375.0,501.0,74.9,80.0,183.0,43.7,2.0,1.3,1.8,+0.7,19.0,58.0,28.0,15.0,78.0,Matches
2633,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33.0,1990.0,32.0,867.0,1166.0,74.4,20302.0,13375.0,230.0,230.0,100.0,443.0,449.0,98.7,193.0,479.0,40.3,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,Matches
2634,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,24.0,1999.0,4.0,67.0,118.0,56.8,2248.0,1616.0,10.0,10.0,100.0,31.0,31.0,100.0,26.0,77.0,33.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Matches
2635,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,es La Liga,35.0,1988.0,15.3,646.0,782.0,82.6,8596.0,2457.0,409.0,455.0,89.9,170.0,201.0,84.6,30.0,56.0,53.6,0.0,1.3,2.1,-1.3,23.0,74.0,25.0,0.0,124.0,Matches
2636,Mike Trésor,be BEL,"FW,MF",Burnley,eng Premier League,24.0,1999.0,4.7,120.0,180.0,66.7,1614.0,462.0,73.0,86.0,84.9,32.0,52.0,61.5,4.0,19.0,21.1,0.0,0.4,0.5,-0.4,7.0,6.0,2.0,0.0,10.0,Matches
2637,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,31.0,1991.0,3.4,141.0,168.0,83.9,2245.0,550.0,68.0,76.0,89.5,56.0,62.0,90.3,11.0,15.0,73.3,0.0,0.2,0.2,-0.2,5.0,16.0,4.0,0.0,20.0,Matches
2638,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,36.0,1987.0,18.3,631.0,951.0,66.4,11883.0,5699.0,270.0,317.0,85.2,249.0,344.0,72.4,99.0,237.0,41.8,2.0,2.1,3.7,-0.1,39.0,70.0,25.0,14.0,86.0,Matches
2639,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,32.0,1990.0,24.8,1624.0,2130.0,76.2,29797.0,10999.0,693.0,783.0,88.5,728.0,874.0,83.3,187.0,382.0,49.0,10.0,7.5,7.1,+2.5,65.0,111.0,52.0,19.0,157.0,Matches
2640,Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,28.0,1994.0,18.3,494.0,673.0,73.4,7666.0,1927.0,271.0,315.0,86.0,181.0,241.0,75.1,31.0,60.0,51.7,1.0,2.8,3.2,-1.8,24.0,28.0,29.0,4.0,76.0,Matches
2641,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,21.0,2001.0,23.8,1047.0,1333.0,78.5,16183.0,5530.0,557.0,641.0,86.9,420.0,537.0,78.2,43.0,85.0,50.6,2.0,1.8,2.0,+0.2,19.0,55.0,22.0,10.0,98.0,Matches
